,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure
45,2019-11-23T12:58:30.461Z,47 del 2019,Todos los días,,Funciona todos los días,No,,2.0,"Medicamentos, Luz eléctrica",4.0,Medicamentos,,,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Anzoátegui,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,220,,,No,,,,,,,,45,1899-12-30T00:30:00.000Z,1899-12-30T01:00:00.000Z,21,18,8,24,12,21,18,8,7,12,6,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,2,Entre 3 y 5 días,1899-12-30T03:00:00.000Z,No
46,2019-10-21T21:06:25.010Z,42 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,Protestas  sin suspensión de actividades,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,223,,,No,,,,,,,,45,1899-12-30T02:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,6,12,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
47,2019-11-29T22:06:50.451Z,48 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Todos los días,Todos los días,ANZ000,Todos los días,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Anzoátegui,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Todos los días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,240,,,No,,,,,,,,55,1899-12-30T00:30:00.000Z,1899-12-30T00:20:00.000Z,21,18,8,24,12,21,18,8,8,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T01:00:00.000Z,No
48,2019-10-14T23:11:43.900Z,38 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,Protestas  sin suspensión de actividades,Todos los días,,,,"Violencia contra personal por fuerzas de seguridad, Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,220,,,No,,,,,,,,45,1899-12-30T06:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,7,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
49,2019-10-14T22:45:50.329Z,35 del 2019,Todos los días,,Funciona todos los días,No,,0.0,,0.0,,,,Todos los días,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,Entre 3 y 5 días,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,No hubo,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,223,,,No,,,,,,,,45,1899-12-30T03:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,7,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Entre 3 y 5 días,1899-12-30T01:00:00.000Z,No
50,2019-07-12T18:28:20.337Z,22 del 2019,Todos los días,,Funciona todos los días,No,1.0,,,,,Protestas  sin suspensión de actividades,,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 3 y 5 días,ANZ000,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,No hubo,Entre 1 y 2 días,Todos los días,Todos los días,Anzoátegui,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Tipo IV,Entre 1 y 2 días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,230,,,No,,,,,,,,45,1899-12-30T01:00:00.000Z,1899-12-30T20:00:00.000Z,21,18,6,24,8,21,18,6,2,16,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,4,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
51,2019-11-12T01:24:58.403Z,45 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Tipo IV,Todos los días,No hubo,Entre 1 y 2 días,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,220,,,No,,,,,,,,45,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,7,12,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
52,2019-07-12T18:43:12.399Z,24 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Anzoátegui,Todos los días,No hubo,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,235,,,No,,,,,,,,55,1899-12-30T02:30:00.000Z,1899-12-30T14:00:00.000Z,21,18,6,24,8,21,18,6,3,16,6,"3 a 5 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,3,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
53,2019-10-14T22:25:52.546Z,32 del 2019,Todos los días,,Funciona todos los días,No,,5.0,Medicamentos,2.0,Medicamentos,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 3 y 5 días,ANZ000,Entre 1 y 2 días,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Anzoátegui,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Todos los días,Tipo IV,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,223,,,No,,,,,,,,45,1899-12-30T06:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,6,12,6,"3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno",Si,2,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
54,2019-10-14T23:18:04.194Z,39 del 2019,Todos los días,Maquinas de anestesia,Funciona todos los días,No,,2.0,"Equipos, Medicamentos",0.0,,,,Todos los días,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Todos los días,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,220,,,No,,,,,,,,45,1899-12-30T06:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,7,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Todos los días,1899-12-30T02:00:00.000Z,Sí
55,2020-01-20T00:45:30.526Z,2 del 2020,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 1 y 2 días,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,225,,,No,,,,,,,,55,1899-12-30T02:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,3,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
56,2019-10-14T23:58:37.024Z,40 del 2019,Todos los días,,Funciona todos los días,No,,0.0,,0.0,,,Protestas  sin suspensión de actividades,Todos los días,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,220,,,No,,,,,,,,45,1899-12-30T02:00:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,6,12,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
57,2019-12-22T00:02:35.393Z,50 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Anzoátegui,No hubo,No hubo,No hubo,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 1 y 2 días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,245,,,No,,,,,,,,50,1899-12-30T00:30:00.000Z,1899-12-30T00:50:00.000Z,21,18,8,24,12,21,18,8,7,12,6,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
58,2020-01-20T00:49:38.712Z,3 del 2020,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,Protestas  sin suspensión de actividades,,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,No hubo,No hubo,ANZ000,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,225,,,No,,,,,,,,55,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,3,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,2,Entre 3 y 5 días,1899-12-30T01:00:00.000Z,No
59,2019-12-28T20:12:56.195Z,52 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Anzoátegui,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,325,,,,,,,,,,,245,,,No,,,,,,,,65,1899-12-30T00:45:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,7,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
60,2020-01-20T00:37:22.075Z,52 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,Protestas  sin suspensión de actividades,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Anzoátegui,Entre 1 y 2 días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Nunca ha existido,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,220,,,No,,,,,,,,55,1899-12-30T00:20:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,3,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
61,2019-12-11T11:53:46.337Z,49 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Anzoátegui,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,340,,,,,,,,,,,260,,,No,,,,,,,,58,1899-12-30T00:30:00.000Z,1899-12-30T00:10:00.000Z,21,18,8,24,12,21,18,8,8,12,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
62,2019-07-12T18:51:16.073Z,25 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Anzoátegui,Entre 3 y 5 días,Entre 3 y 5 días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,235,,,No,,,,,,,,45,1899-12-31T00:00:00.000Z,1899-12-30T02:00:00.000Z,21,18,6,24,8,21,18,6,3,16,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,2,Menos de 3 días,1899-12-30T02:00:00.000Z,No
63,2020-01-20T00:41:51.220Z,1 del 2020,Todos los días,,Funciona todos los días,No,,2.0,Medicamentos,3.0,"Medicamentos, Resto estructurales ( agua , O2 , succión)",,,Todos los días,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,225,,,No,,,,,,,,55,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,21,18,8,24,12,21,18,8,3,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
64,2019-07-12T19:02:43.376Z,27 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal por fuerzas de seguridad, Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,ANZ000,Entre 1 y 2 días,No hubo,No hubo,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,No hubo,Entre 3 y 5 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,Entre 1 y 2 días,No hubo,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,235,,,No,,,,,,,,45,1899-12-30T03:00:00.000Z,1899-12-30T04:00:00.000Z,21,18,6,24,8,21,18,6,3,16,6,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",No,0,Todos los días,1899-12-30T00:00:00.000Z,No
65,2019-10-14T23:01:01.870Z,37 del 2019,Todos los días,,Funciona todos los días,No,,1.0,Medicamentos,3.0,Medicamentos,,,Todos los días,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,ANZ000,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 1 y 2 días,Todos los días,No hubo,Entre 1 y 2 días,No hubo,No hubo,Anzoátegui,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No,,,MPPS,,,,,,,,,,,320,,,,,,,,,,,223,,,No,,,,,,,,45,1899-12-30T04:00:00.000Z,1899-12-30T12:00:00.000Z,21,18,8,24,12,21,18,8,7,12,6,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No
